Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
1832,Desert Winds Continuation High,https://www.schooldigger.com/go/CA/schools/0282000204/school.aspx,Antelope Valley Union High,https://www.schooldigger.com/go/CA/district/02820/search.aspx,415 E. Kettering St.,Lancaster,https://www.schooldigger.com/go/CA/city/Lancaster/search.aspx,93535,Los Angeles County,(661) 948-7555,9,12,Yes,No,No,No,638,31.4,20.30,0.65,0.32,0.01,0.01,0.55,0.00,0.05,0.07,13.1
1833,Del Valle Continuation High,https://www.schooldigger.com/go/CA/schools/2211002621/school.aspx,Livermore Valley Joint Unified,https://www.schooldigger.com/go/CA/district/22110/search.aspx,2253 Fifth St.,Livermore,https://www.schooldigger.com/go/CA/city/Livermore/search.aspx,94550,Alameda County,(925) 606-4709,7,12,No,No,No,No,111,11.5,9.60,0.67,0.02,0.01,0.01,0.54,0.01,0.03,0.39,13
1834,Garfield High,https://www.schooldigger.com/go/CA/schools/3432005468/school.aspx,San Diego Unified,https://www.schooldigger.com/go/CA/district/34320/search.aspx,1255 16th St.,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92101,San Diego County,(619) 362-4500,9,12,Yes,No,No,No,268,23.8,11.20,0.94,0.04,0.00,0.00,0.90,0.00,0.03,0.03,13
1835,Redwood Continuation High,https://www.schooldigger.com/go/CA/schools/0780000744/school.aspx,Castro Valley Unified,https://www.schooldigger.com/go/CA/district/07800/search.aspx,18400 Clifton Way,Castro Valley,https://www.schooldigger.com/go/CA/city/Castro+Valley/search.aspx,94546,Alameda County,(510) 537-3193,9,12,No,No,No,No,125,7.6,16.40,0.40,0.11,0.02,0.06,0.41,0.02,0.12,0.26,13
1836,Mountain View (Alternative),https://www.schooldigger.com/go/CA/schools/1970009385/school.aspx,Kings Canyon Joint Unified,https://www.schooldigger.com/go/CA/district/19700/search.aspx,877 E. N. Ave.,Reedley,https://www.schooldigger.com/go/CA/city/Reedley/search.aspx,93654,Fresno County,(559) 305-7080,KG,12,Yes,No,No,No,146,2,73.00,0.84,0.00,0.01,0.01,0.89,0.00,0.01,0.08,13
1837,John J. Cairns Continuation,https://www.schooldigger.com/go/CA/schools/2187005524/school.aspx,Lindsay Unified,https://www.schooldigger.com/go/CA/district/21870/search.aspx,290 N. Harvard Ave.,Lindsay,https://www.schooldigger.com/go/CA/city/Lindsay/search.aspx,93247,Tulare County,(559) 562-5913,9,12,Yes,No,No,No,66,4.1,16.00,0.94,0.00,0.00,0.00,0.96,0.00,0.02,0.03,13
1838,John Finney High (Continuation),https://www.schooldigger.com/go/CA/schools/4074006734/school.aspx,Vallejo City Unified,https://www.schooldigger.com/go/CA/district/40740/search.aspx,1347 Amador St.,Vallejo,https://www.schooldigger.com/go/CA/city/Vallejo/search.aspx,94590,Solano County,(707) 556-8670,9,12,No,No,No,No,126,11.1,11.30,0.64,0.42,0.01,0.06,0.41,0.02,0.01,0.09,13
1839,Adelante High,https://www.schooldigger.com/go/CA/schools/0006111814/school.aspx,Riverbank Unified,https://www.schooldigger.com/go/CA/district/00061/search.aspx,6801 Seventh St.,Riverbank,https://www.schooldigger.com/go/CA/city/Riverbank/search.aspx,95367,Stanislaus County,(209) 869-2383,10,12,Yes,No,No,No,62,3,20.60,0.79,0.00,0.00,0.02,0.82,0.00,0.02,0.15,12.9
1840,Palomar High,https://www.schooldigger.com/go/CA/schools/3864006490/school.aspx,Sweetwater Union High,https://www.schooldigger.com/go/CA/district/38640/search.aspx,480 Palomar St.,Chula Vista,https://www.schooldigger.com/go/CA/city/Chula+Vista/search.aspx,91911,San Diego County,(619) 407-4800,7,12,Yes,No,No,No,265,23.7,11.10,0.82,0.02,0.00,0.01,0.94,0.00,0.01,0.03,12.9
1841,Valley High,https://www.schooldigger.com/go/CA/schools/1086007693/school.aspx,Delano Joint Union High,https://www.schooldigger.com/go/CA/district/10860/search.aspx,1927 Randolph St.,Delano,https://www.schooldigger.com/go/CA/city/Delano/search.aspx,93215,Kern County,(661) 720-4180,9,12,Yes,No,No,No,97,8.4,11.50,0.95,0.01,0.00,0.04,0.95,0.00,0.00,0.00,12.9
1842,Maple High,https://www.schooldigger.com/go/CA/schools/2241002687/school.aspx,Lompoc Unified,https://www.schooldigger.com/go/CA/district/22410/search.aspx,4010 Jupiter Ave.,Lompoc,https://www.schooldigger.com/go/CA/city/Lompoc/search.aspx,93436,Santa Barbara County,(805) 742-3150,9,12,Yes,No,No,No,120,9.5,12.60,0.75,0.04,0.02,0.01,0.74,0.00,0.02,0.18,12.9
1843,Foothill High,https://www.schooldigger.com/go/CA/schools/1182001300/school.aspx,East Side Union High,https://www.schooldigger.com/go/CA/district/11820/search.aspx,230 Pala Ave.,San Jose,https://www.schooldigger.com/go/CA/city/San+Jose/search.aspx,95127,Santa Clara County,(408) 928-9100,11,12,Yes,No,No,No,274,18.7,14.60,0.74,0.03,0.00,0.06,0.87,0.01,0.00,0.03,12.9
1844,La Vista High (Continuation),https://www.schooldigger.com/go/CA/schools/1476001812/school.aspx,Fullerton Joint Union High,https://www.schooldigger.com/go/CA/district/14760/search.aspx,909 N. State College Blvd.,Fullerton,https://www.schooldigger.com/go/CA/city/Fullerton/search.aspx,92831,Orange County,(714) 447-7821,9,12,Yes,No,No,No,395,17.4,22.70,0.81,0.02,0.00,0.05,0.85,0.00,0.00,0.08,12.9
1845,Tulare County Court,https://www.schooldigger.com/go/CA/schools/9104509053/school.aspx,Tulare County Office of Education,https://www.schooldigger.com/go/CA/district/91045/search.aspx,6200 S. Mooney Blvd.,Visalia,https://www.schooldigger.com/go/CA/city/Visalia/search.aspx,93277,Tulare County,(559) 735-1640,7,12,Yes,No,No,No,89,7,12.70,0.97,0.06,0.01,0.01,0.75,0.00,0.02,0.15,12.8
1846,Marie L. Hare High,https://www.schooldigger.com/go/CA/schools/1488007724/school.aspx,Garden Grove Unified,https://www.schooldigger.com/go/CA/district/14880/search.aspx,12012 Magnolia St.,Garden Grove,https://www.schooldigger.com/go/CA/city/Garden+Grove/search.aspx,92841,Orange County,(714) 663-6508,7,12,Yes,No,No,No,238,14,17.00,0.78,0.00,0.00,0.06,0.83,0.02,0.01,0.08,12.8
1847,Live Oak High (Continuation),https://www.schooldigger.com/go/CA/schools/0285000213/school.aspx,Antioch Unified,https://www.schooldigger.com/go/CA/district/02850/search.aspx,1708 F St.,Antioch,https://www.schooldigger.com/go/CA/city/Antioch/search.aspx,94509,Contra Costa County,(925) 779-7440,10,12,Yes,No,No,No,152,9,16.80,0.70,0.35,0.00,0.02,0.49,0.02,0.03,0.10,12.8
1848,Eagle Tree Continuation,https://www.schooldigger.com/go/CA/schools/2271002971/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,22628 S. Main St.,Carson,https://www.schooldigger.com/go/CA/city/Carson/search.aspx,90745,Los Angeles County,(310) 549-0970,9,12,Yes,No,No,No,69,4,17.20,0.78,0.15,0.00,0.04,0.73,0.09,0.00,0.00,12.8
1849,North Bay Met Academy,https://www.schooldigger.com/go/CA/schools/0003414243/school.aspx,Windsor Unified,https://www.schooldigger.com/go/CA/district/00034/search.aspx,8681 Windsor Rd.,Windsor,https://www.schooldigger.com/go/CA/city/Windsor/search.aspx,95492,Sonoma County,(707) 837-7771,KG,12,Yes,No,No,No,87,9.8,8.80,0.41,0.00,0.03,0.00,0.52,0.00,0.02,0.43,12.8
1850,Street Academy (Alternative),https://www.schooldigger.com/go/CA/schools/2805007804/school.aspx,Oakland Unified,https://www.schooldigger.com/go/CA/district/28050/search.aspx,417 29th St.,Oakland,https://www.schooldigger.com/go/CA/city/Oakland/search.aspx,94609,Alameda County,(510) 874-3630,9,12,Yes,No,No,No,107,4.5,23.70,0.86,0.47,0.00,0.03,0.43,0.00,0.05,0.03,12.8
1851,J. E. Young Academic Center,https://www.schooldigger.com/go/CA/schools/1455005749/school.aspx,Fresno Unified,https://www.schooldigger.com/go/CA/district/14550/search.aspx,822 N. Abby St.,Fresno,https://www.schooldigger.com/go/CA/city/Fresno/search.aspx,93701,Fresno County,(559) 457-3190,KG,12,Yes,No,No,No,287,12.5,22.80,0.92,0.12,0.03,0.03,0.70,0.00,0.02,0.10,12.8
1852,South Lindhurst Continuation High,https://www.schooldigger.com/go/CA/schools/2409002879/school.aspx,Marysville Joint Unified,https://www.schooldigger.com/go/CA/district/24090/search.aspx,4446 Olive Dr.,Olivehurst,https://www.schooldigger.com/go/CA/city/Olivehurst/search.aspx,95961,Yuba County,(530) 749-6919,10,12,Yes,No,No,No,107,5.5,19.40,0.86,0.08,0.02,0.05,0.59,0.00,0.01,0.26,12.8
1853,Slover Mountain High (Continuation),https://www.schooldigger.com/go/CA/schools/0939000956/school.aspx,Colton Joint Unified,https://www.schooldigger.com/go/CA/district/09390/search.aspx,325 Hermosa St.,Colton,https://www.schooldigger.com/go/CA/city/Colton/search.aspx,92324,San Bernardino County,(909) 580-5013,9,12,Yes,No,No,No,235,12.6,18.50,0.78,0.06,0.00,0.00,0.91,0.00,0.01,0.02,12.8
1854,Citrus High (Continuation),https://www.schooldigger.com/go/CA/schools/1392009367/school.aspx,Fontana Unified,https://www.schooldigger.com/go/CA/district/13920/search.aspx,10760 Cypress,Fontana,https://www.schooldigger.com/go/CA/city/Fontana/search.aspx,92337,San Bernardino County,(909) 357-5300,10,12,Yes,No,No,No,282,22.2,12.60,0.94,0.04,0.01,0.01,0.90,0.00,0.00,0.03,12.8
1855,Ralph J. Bunche High,https://www.schooldigger.com/go/CA/schools/2805012325/school.aspx,Oakland Unified,https://www.schooldigger.com/go/CA/district/28050/search.aspx,1240 18th St.,Oakland,https://www.schooldigger.com/go/CA/city/Oakland/search.aspx,94607,Alameda County,(510) 874-3300,9,12,Yes,No,No,No,124,7.6,16.20,0.86,0.53,0.00,0.01,0.34,0.02,0.08,0.02,12.8
1856,Valley Alternative High (Continuation),https://www.schooldigger.com/go/CA/schools/1632502069/school.aspx,Hacienda la Puente Unified,https://www.schooldigger.com/go/CA/district/16325/search.aspx,15430 Shadybend Dr.,Hacienda Heights,https://www.schooldigger.com/go/CA/city/Hacienda+Heights/search.aspx,91745,Los Angeles County,(626) 933-3401,9,12,Yes,No,No,No,132,9.5,13.80,0.90,0.01,0.01,0.03,0.83,0.00,0.02,0.10,12.8
1857,Santa Barbara County Juvenile Court,https://www.schooldigger.com/go/CA/schools/9103409249/school.aspx,Santa Barbara County Office of Education,https://www.schooldigger.com/go/CA/district/91034/search.aspx,4400 Cathedral Oaks Rd.,Santa Barbara,https://www.schooldigger.com/go/CA/city/Santa+Barbara/search.aspx,93110,Santa Barbara County,(805) 967-5307,5,12,(n/a),No,No,No,59,6,9.80,0.92,0.03,0.00,0.00,0.90,0.00,0.00,0.07,12.7
1858,Lopez Continuation High,https://www.schooldigger.com/go/CA/schools/2308003523/school.aspx,Lucia Mar Unified,https://www.schooldigger.com/go/CA/district/23080/search.aspx,1055 Mesa View Dr.,Arroyo Grande,https://www.schooldigger.com/go/CA/city/Arroyo+Grande/search.aspx,93420,San Luis Obispo County,(805) 474-3750,9,12,Yes,No,No,No,105,8.5,12.20,0.82,0.01,0.00,0.01,0.57,0.02,0.01,0.38,12.7
1859,Westside High,https://www.schooldigger.com/go/CA/schools/0003307695/school.aspx,Dos Palos Oro Loma Joint Unified,https://www.schooldigger.com/go/CA/district/00033/search.aspx,22368 S. Sixth St.,Dos Palos,https://www.schooldigger.com/go/CA/city/Dos+Palos/search.aspx,93665,Merced County,(209) 392-0280,9,12,Yes,No,No,No,50,5,10.00,0.88,0.12,0.00,0.00,0.78,0.00,0.00,0.10,12.7
1860,Highland Park Continuation,https://www.schooldigger.com/go/CA/schools/2271003082/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,928 N. Ave. 53,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90042,Los Angeles County,(323) 254-3421,9,12,Yes,No,No,No,66,3.5,18.80,0.91,0.03,0.02,0.00,0.92,0.00,0.00,0.03,12.7
1861,Access Juvenile Hall,https://www.schooldigger.com/go/CA/schools/9102409236/school.aspx,Orange County Department of Education,https://www.schooldigger.com/go/CA/district/91024/search.aspx,200 Kalmus Dr.,Costa Mesa,https://www.schooldigger.com/go/CA/city/Costa+Mesa/search.aspx,92626,Orange County,(714) 966-4012,KG,12,Yes,No,No,No,297,36,8.20,0.99,0.05,0.00,0.01,0.81,0.00,0.03,0.09,12.7
1862,Mountain Vista High,https://www.schooldigger.com/go/CA/schools/2334012807/school.aspx,Madera Unified,https://www.schooldigger.com/go/CA/district/23340/search.aspx,1901 Clinton Ave.,Madera,https://www.schooldigger.com/go/CA/city/Madera/search.aspx,93638,Madera County,(559) 675-4580,10,12,Yes,No,No,No,165,12.3,13.40,0.95,0.04,0.01,0.01,0.95,0.00,0.00,0.00,12.7
1863,Sierra Vista High (Continuation),https://www.schooldigger.com/go/CA/schools/0006501243/school.aspx,Dinuba Unified,https://www.schooldigger.com/go/CA/district/00065/search.aspx,8470 Ave. 406,Dinuba,https://www.schooldigger.com/go/CA/city/Dinuba/search.aspx,93618,Tulare County,(559) 595-7240,9,12,Yes,No,No,No,63,7.3,8.50,0.79,0.00,0.00,0.00,0.97,0.00,0.00,0.03,12.6
1864,Centinela Valley Independent Study,https://www.schooldigger.com/go/CA/schools/0792012265/school.aspx,Centinela Valley Union High,https://www.schooldigger.com/go/CA/district/07920/search.aspx,4951 Marine Ave.,Lawndale,https://www.schooldigger.com/go/CA/city/Lawndale/search.aspx,90260,Los Angeles County,(310) 263-3264,9,12,No,No,No,Yes,32,2,16.00,0.88,0.16,0.00,0.00,0.72,0.00,0.03,0.09,12.6
1865,Robert Elliott Alternative Education Center,https://www.schooldigger.com/go/CA/schools/2515003737/school.aspx,Modesto City High,https://www.schooldigger.com/go/CA/district/25150/search.aspx,1440 Sunrise Ave.,Modesto,https://www.schooldigger.com/go/CA/city/Modesto/search.aspx,95350,Stanislaus County,(209) 576-4005,9,12,Yes,No,No,No,505,39.5,12.70,0.77,0.06,0.01,0.03,0.71,0.01,0.06,0.13,12.6
1866,John Muir Charter,https://www.schooldigger.com/go/CA/schools/0210908230/school.aspx,John Muir Charter District,https://www.schooldigger.com/go/CA/district/02109/search.aspx,117 New Mohawk Rd. Ste. F,Nevada City,https://www.schooldigger.com/go/CA/city/Nevada+City/search.aspx,95959,Nevada County,(530) 272-4008,9,12,(n/a),Yes,No,No,739,37.5,19.60,0.94,0.16,0.01,0.03,0.61,0.00,0.07,0.12,12.6
1867,Nueva Vista Continuation High,https://www.schooldigger.com/go/CA/schools/0411000375/school.aspx,Bassett Unified,https://www.schooldigger.com/go/CA/district/04110/search.aspx,904 Willow Ave.,La Puente,https://www.schooldigger.com/go/CA/city/La+Puente/search.aspx,91746,Los Angeles County,(626) 931-3177,10,12,Yes,No,No,No,53,5,10.60,0.94,0.04,0.00,0.00,0.96,0.00,0.00,0.00,12.6
1868,Mary B. Perry High,https://www.schooldigger.com/go/CA/schools/0142207920/school.aspx,California Education Authority (CEA) Headquarters,https://www.schooldigger.com/go/CA/district/01422/search.aspx,3100 Wright Rd.,Camarillo,https://www.schooldigger.com/go/CA/city/Camarillo/search.aspx,93010,Ventura County,(805) 485-7951,9,12,(n/a),No,No,No,77,29.7,2.50,0.96,0.30,0.00,0.04,0.55,0.00,0.08,0.04,12.6
1869,New School Community Day,https://www.schooldigger.com/go/CA/schools/2949007436/school.aspx,Pajaro Valley Unified,https://www.schooldigger.com/go/CA/district/29490/search.aspx,165 Harkins Slough Rd.,Watsonville,https://www.schooldigger.com/go/CA/city/Watsonville/search.aspx,95076,Santa Cruz County,(831) 761-6140,9,12,Yes,No,No,No,52,4.5,11.40,0.87,0.00,0.00,0.00,0.98,0.00,0.00,0.02,12.6
1870,Mt. McKinley,https://www.schooldigger.com/go/CA/schools/9100512486/school.aspx,Contra Costa County Office of Education,https://www.schooldigger.com/go/CA/district/91005/search.aspx,202 Glacier Dr.,Martinez,https://www.schooldigger.com/go/CA/city/Martinez/search.aspx,94553,Contra Costa County,(925) 957-2767,7,12,No,No,No,No,94,11,8.50,0.97,0.51,0.00,0.03,0.37,0.00,0.01,0.07,12.6
1871,Susan Miller Dorsey Senior High,https://www.schooldigger.com/go/CA/schools/2271002965/school.aspx,Los Angeles Unified,https://www.schooldigger.com/go/CA/district/22710/search.aspx,3537 Farmdale Ave.,Los Angeles,https://www.schooldigger.com/go/CA/city/Los+Angeles/search.aspx,90016,Los Angeles County,(323) 298-8400,9,12,Yes,No,Yes,No,892,48,18.50,0.76,0.55,0.00,0.00,0.44,0.00,0.00,0.01,12.6
1872,Adelante High (Continuation),https://www.schooldigger.com/go/CA/schools/3363005189/school.aspx,Roseville Joint Union High,https://www.schooldigger.com/go/CA/district/33630/search.aspx,350 Atlantic St.,Roseville,https://www.schooldigger.com/go/CA/city/Roseville/search.aspx,95678,Placer County,(916) 782-3155,9,12,Yes,No,No,No,102,10.7,9.50,0.60,0.05,0.00,0.04,0.40,0.00,0.05,0.46,12.6
1873,Palisade Glacier High (Continuation),https://www.schooldigger.com/go/CA/schools/0140909310/school.aspx,Bishop Unified,https://www.schooldigger.com/go/CA/district/01409/search.aspx,2001 Sugar Loaf Rd.,Big Pine,https://www.schooldigger.com/go/CA/city/Big+Pine/search.aspx,93513,Inyo County,(760) 938-2001,9,12,No,No,No,No,38,2.4,15.80,0.74,0.00,0.24,0.00,0.37,0.00,0.16,0.24,12.5
1874,San Diego County Community,https://www.schooldigger.com/go/CA/schools/9103013682/school.aspx,San Diego County Office of Education,https://www.schooldigger.com/go/CA/district/91030/search.aspx,6401 Linda Vista Rd. Rm. 216,San Diego,https://www.schooldigger.com/go/CA/city/San+Diego/search.aspx,92111,San Diego County,(858) 290-5852,KG,12,Yes,No,No,No,607,37,16.40,0.78,0.09,0.01,0.02,0.79,0.00,0.02,0.08,12.5
1875,Creekside High,https://www.schooldigger.com/go/CA/schools/3720002851/school.aspx,Sonoma Valley Unified,https://www.schooldigger.com/go/CA/district/37200/search.aspx,950 BRd.way,Sonoma,https://www.schooldigger.com/go/CA/city/Sonoma/search.aspx,95476,Sonoma County,(707) 933-4046,9,12,Yes,No,No,No,49,3,16.30,0.74,0.00,0.00,0.00,0.74,0.00,0.00,0.27,12.5
1876,South Valley High (Continuation),https://www.schooldigger.com/go/CA/schools/4030006663/school.aspx,Ukiah Unified,https://www.schooldigger.com/go/CA/district/40300/search.aspx,445 S. Dora St.,Ukiah,https://www.schooldigger.com/go/CA/city/Ukiah/search.aspx,95482,Mendocino County,(707) 472-5150,9,12,Yes,No,No,No,125,8,15.60,0.86,0.02,0.14,0.01,0.50,0.00,0.02,0.30,12.5
1877,Accelerated Charter High,https://www.schooldigger.com/go/CA/schools/3993013976/school.aspx,Tulare Joint Union High,https://www.schooldigger.com/go/CA/district/39930/search.aspx,4136 N. Mooney Blvd.,Tulare,https://www.schooldigger.com/go/CA/city/Tulare/search.aspx,93274,Tulare County,(559) 688-2021,9,12,Yes,Yes,No,No,130,7.1,18.30,0.85,0.03,0.00,0.00,0.85,0.00,0.02,0.10,12.5
1878,Yosemite High (Continuation),https://www.schooldigger.com/go/CA/schools/2466003703/school.aspx,Merced Union High,https://www.schooldigger.com/go/CA/district/24660/search.aspx,1900 G St.,Merced,https://www.schooldigger.com/go/CA/city/Merced/search.aspx,95340,Merced County,(209) 325-1600,9,12,Yes,No,No,No,272,25.4,10.70,0.96,0.06,0.01,0.03,0.74,0.00,0.02,0.14,12.5
1879,March Mountain High,https://www.schooldigger.com/go/CA/schools/2580003868/school.aspx,Moreno Valley Unified,https://www.schooldigger.com/go/CA/district/25800/search.aspx,24551 Dracaea Ave.,Moreno Valley,https://www.schooldigger.com/go/CA/city/Moreno+Valley/search.aspx,92553,Riverside County,(951) 571-4800,9,12,Yes,No,No,No,334,19.7,16.90,0.84,0.22,0.01,0.01,0.68,0.01,0.01,0.08,12.4
1880,Alessandro High,https://www.schooldigger.com/go/CA/schools/1692002149/school.aspx,Hemet Unified,https://www.schooldigger.com/go/CA/district/16920/search.aspx,831 E. Devonshire Ave.,Hemet,https://www.schooldigger.com/go/CA/city/Hemet/search.aspx,92543,Riverside County,(951) 765-5182,9,12,Yes,No,No,No,329,18,18.20,0.88,0.14,0.02,0.01,0.62,0.00,0.05,0.17,12.4
1881,Somerset Continuation High,https://www.schooldigger.com/go/CA/schools/0444000408/school.aspx,Bellflower Unified,https://www.schooldigger.com/go/CA/district/04440/search.aspx,9242 E. Laurel St.,Bellflower,https://www.schooldigger.com/go/CA/city/Bellflower/search.aspx,90706,Los Angeles County,(562) 804-6548,7,12,No,No,No,No,183,10.3,17.60,0.69,0.17,0.01,0.02,0.67,0.01,0.03,0.10,12.4
1882,Vista West Continuation High,https://www.schooldigger.com/go/CA/schools/1954009145/school.aspx,Kern High,https://www.schooldigger.com/go/CA/district/19540/search.aspx,7115 Rosedale Hwy.,Bakersfield,https://www.schooldigger.com/go/CA/city/Bakersfield/search.aspx,93308,Kern County,(661) 589-4242,9,12,Yes,No,No,No,297,18.9,15.60,0.81,0.06,0.01,0.01,0.43,0.00,0.02,0.46,12.4
